Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
33,Advertising Data Analyst,"$46,000.00","$87,000.00",4.00,"Hearst Communications
4.0",New York, NY,"San Francisco, CA",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),FALSE
50,Data Analyst,"$43,000.00","$76,000.00",3.30,"451 Research
3.3",New York, NY,"New York, NY",201 to 500 employees,2000,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
86,Data Analyst,"$51,000.00","$88,000.00",4.10,"Mitchell Martin
4.1",New York, NY,"New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
154,Business Data Analyst,"$51,000.00","$88,000.00",3.60,"Axelon Services Corporation
3.6",New York, NY,"New York, NY",501 to 1000 employees,,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
155,Business Data Analyst,"$51,000.00","$87,000.00",3.80,"Cortex consultants LLC
3.8",New York, NY,"North Brunswick, NJ",501 to 1000 employees,,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
211,Research Analyst,"$59,000.00","$85,000.00",3.30,"Huxley
3.3",New York, NY,"London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
291,Data Analyst,"$37,000.00","$66,000.00",4.00,"Hearst Communications
4.0",New York, NY,"San Francisco, CA",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),FALSE
292,Data Analyst,"$37,000.00","$66,000.00",4.70,"BlueLabs
4.7",New York, NY,"Washington, DC",1 to 50 employees,,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
299,Data Analyst,"$46,000.00","$87,000.00",2.90,"Nesco Resource, LLC
2.9",New York, NY,"Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
300,Data Analyst,"$46,000.00","$87,000.00",3.60,"MediaMath
3.6",New York, NY,"New York, NY",501 to 1000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),TRUE
312,Data Analyst,"$51,000.00","$87,000.00",3.20,"Hagerty Consulting
3.2",New York, NY,"Evanston, IL",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
320,Data Analyst,"$51,000.00","$87,000.00",5.00,"Averity
5.0",New York, NY,"New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
727,Data Analyst,"$51,000.00","$87,000.00",4.60,"ektello
4.6",New York, NY,"Troy, MI",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
728,Data Analyst,"$73,000.00","$1,27,000.00",4.20,"APN Consulting
4.2",New York, NY,"Monmouth Junction, NJ",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
750,Data Analyst,"$73,000.00","$1,27,000.00",2.90,"Nesco Resource, LLC
2.9",New York, NY,"Cleveland, OH",1001 to 5000 employees,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
811,Data Analyst,"$46,000.00","$87,000.00",4.00,"Two95 International Inc.
4.0",New York, NY,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
813,Data Analyst,"$51,000.00","$88,000.00",3.70,"eTeam Inc.
3.7",New York, NY,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
833,Data Analyst,"$37,000.00","$66,000.00",3.70,"Endai
3.7",New York, NY,"New York, NY",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
879,Data Analyst,"$77,000.00","$1,32,000.00",4.40,"ACT Consulting
4.4",New York, NY,"London, United Kingdom",1 to 50 employees,,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
981,Data Analyst,"$37,000.00","$66,000.00",4.40,"Riskified
4.4",New York, NY,"New York, NY",501 to 1000 employees,2013,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
1045,Data Analytics Solutions Analyst,"$51,000.00","$88,000.00",3.10,"Praescient Analytics
3.1",New York, NY,"Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
1046,Data Analytics Solutions Analyst,"$60,000.00","$1,10,000.00",3.10,"Praescient Analytics
3.1",New York, NY,"Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
1100,Data Governance Analyst,"$59,000.00","$85,000.00",5.00,"Crossfire Consulting Corporation
5.0",New York, NY,"Yorktown Heights, NY",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1102,Data Governance Analyst,"$60,000.00","$1,10,000.00",,SGA Inc.,New York, NY,"Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),FALSE
1103,Data Governance Analyst,"$41,000.00","$78,000.00",3.40,"Eclaro
3.4",New York, NY,"New York, NY",501 to 1000 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
1104,Data Governance Analyst,"$84,000.00","$90,000.00",3.80,"LanceSoft Inc
3.8",New York, NY,"Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1105,Data Governance Analyst,"$42,000.00","$74,000.00",3.50,"Donnelly & Moore Corporation
3.5",New York, NY,"New City, NY",1 to 50 employees,1997,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1154,Data Migration Analyst,"$98,000.00","$1,14,000.00",3.40,"TECHNOCRAFT Solutions
3.4",New York, NY,"Hilliard, OH",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
1169,Data Quality Analyst,"$59,000.00","$85,000.00",,SGA Inc.,New York, NY,"Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),FALSE
1192,Data Remediation Analyst,"$41,000.00","$78,000.00",3.50,"EDP World, Inc.
3.5",New York, NY,"New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1297,Data System Analyst,"$51,000.00","$87,000.00",5.00,"Crossfire Consulting Corporation
5.0",New York, NY,"Yorktown Heights, NY",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1333,Junior Data Analyst,"$51,000.00","$88,000.00",,impakt Advisors,New York, NY,"New York, NY",1 to 50 employees,,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
1406,Healthcare Data Analyst,"$51,000.00","$88,000.00",3.30,"Guidepoint
3.3",New York, NY,"New York, NY",501 to 1000 employees,2003,Company - Private,Research & Development,Business Services, / Non-Applicable,TRUE
1414,Healthcare Data Analyst,"$73,000.00","$1,27,000.00",3.10,"Integrated Resources
3.1",New York, NY,"Edison, NJ",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
1428,HR Data Analyst,"$60,000.00","$1,10,000.00",4.50,"Green Key Resources
4.5",New York, NY,"New York, NY",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1435,Data Analyst,"$77,000.00","$1,32,000.00",4.00,"Two95 International Inc.
4.0",New York, NY,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1508,Junior Data Analyst,"$60,000.00","$1,10,000.00",3.10,"Praescient Analytics
3.1",New York, NY,"Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
1530,Lead Data Analyst,"$73,000.00","$1,27,000.00",,Kinship,New York, NY,"Chicago, IL",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,FALSE
1557,Marketing Data Analyst,"$59,000.00","$85,000.00",3.50,"EDP World, Inc.
3.5",New York, NY,"New York, NY",1 to 50 employees,1968,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1617,NY Healthcare Data/Reporting Analyst,"$98,000.00","$1,14,000.00",4.20,"Abacus Service Corporation
4.2",New York, NY,"Southfield, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1696,Quantitative Data Analyst,"$77,000.00","$1,32,000.00",5.00,"Creative Data Resources
5.0",New York, NY,"New York, NY",1 to 50 employees,1992,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1706,Regulatory Risk Management Data Analytics and Reporting Analyst,"$98,000.00","$1,14,000.00",5.00,"Creative Data Resources
5.0",New York, NY,"New York, NY",1 to 50 employees,1992,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1721,Research Data Analyst,"$43,000.00","$76,000.00",3.40,"APCO Worldwide
3.4",New York, NY,"Washington, DC",501 to 1000 employees,1984,Company - Private,Consulting,Business Services,$100 to $500 million (USD),FALSE
1767,Senior Analyst,"$27,000.00","$52,000.00",3.60,"CMI/Compas
3.6",New York, NY,"King of Prussia, PA",501 to 1000 employees,1989,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),FALSE
1805,Senior Data Analyst,"$37,000.00","$66,000.00",3.00,"Known
3.0",New York, NY,"New York, NY",201 to 500 employees,2004,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),TRUE
1809,Senior Data Analyst,"$60,000.00","$1,10,000.00",4.10,"Bounce Exchange
4.1",New York, NY,"New York, NY",201 to 500 employees,2012,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,FALSE
1914,Senior Data Analyst,"$60,000.00","$1,10,000.00",5.00,"VISTRADA
5.0",New York, NY,"New York, NY",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
1921,Senior Data Analyst,"$60,000.00","$1,10,000.00",3.30,"Cedent Consulting
3.3",New York, NY,"Frisco, TX",1 to 50 employees,,Company - Private,Consulting,Business Services,Less than $1 million (USD),FALSE
1935,Senior Data Analyst,"$41,000.00","$78,000.00",5.00,"Earnest Research
5.0",New York, NY,"New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
1950,Senior Data Analyst,"$98,000.00","$1,14,000.00",3.10,"Praescient Analytics
3.1",New York, NY,"Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
1951,Senior Data Analyst,"$48,000.00","$96,000.00",3.10,"Praescient Analytics
3.1",New York, NY,"Alexandria, VA",51 to 200 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
1983,Senior Healthcare Data Analyst,"$77,000.00","$1,32,000.00",4.50,"RAMPS International Inc
4.5",New York, NY,"Edison, NJ",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1996,Senior Marketing Data Analyst,"$77,000.00","$1,32,000.00",2.80,"ERGO
2.8",New York, NY,"New York, NY",1 to 50 employees,2004,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,TRUE
2067,Senior Data Analyst,"$98,000.00","$1,14,000.00",4.40,"Riskified
4.4",New York, NY,"New York, NY",501 to 1000 employees,2013,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
2175,Sustainability Data Analyst,"$37,000.00","$66,000.00",3.60,"CodeGreen Solutions
3.6",New York, NY,"New York, NY",1 to 50 employees,,Company - Private,Building & Personnel Services,Business Services, / Non-Applicable,FALSE
2205,Technical Business/Data Analyst,"$98,000.00","$1,14,000.00",3.70,"eTeam Inc.
3.7",New York, NY,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
955,Data Analyst,"$51,000.00","$88,000.00",4.00,"Two95 International Inc.
4.0",New York, NY,"Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
254,Consumer Lending Data Analyst,"$84,000.00","$90,000.00",3.80,"Informa Intelligence
3.8",New York, NY,"London, United Kingdom",1001 to 5000 employees,1998,Company - Public,Consulting,Business Services,$1 to $2 billion (USD),FALSE
309,Data Analyst,"$51,000.00","$87,000.00",4.10,"RGP
4.1",New York, NY,"Irvine, CA",1001 to 5000 employees,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),FALSE
1136,Data Management Analyst,"$60,000.00","$1,10,000.00",3.60,"TSR Consulting
3.6",New York, NY,"Hauppauge, NY",201 to 500 employees,1969,Company - Public,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1164,Data Processing & Performance Analyst,"$41,000.00","$78,000.00",2.70,"Brink's
2.7",New York, NY,"Richmond, VA",10000+ employees,1859,Company - Public,Security Services,Business Services,$2 to $5 billion (USD),FALSE
1194,Data Reporting Analyst,"$51,000.00","$87,000.00",3.50,"Robert Half
3.5",New York, NY,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
1475,Junior Data Analyst,"$51,000.00","$88,000.00",4.10,"Kforce
4.1",New York, NY,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
229,Clinical Data Analyst,"$37,000.00","$66,000.00",3.80,"NYSTEC
3.8",New York, NY,"Rome, NY",51 to 200 employees,1996,Nonprofit Organization,Consulting,Business Services,$25 to $50 million (USD),FALSE
1166,Data Programmer/Analyst,"$37,000.00","$66,000.00",3.90,"Education Development Center, Inc.
3.9",New York, NY,"Waltham, MA",501 to 1000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),FALSE
288,Data Analyst,"$37,000.00","$66,000.00",3.80,"Undertone
3.8",New York, NY,"New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services, / Non-Applicable,TRUE
1956,Senior Data Business Analyst,"$77,000.00","$1,32,000.00",2.80,"Aegis Media
2.8",New York, NY,"London, United Kingdom",1001 to 5000 employees,1978,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),FALSE
1618,NY Healthcare Data/Reporting Analyst,"$48,000.00","$96,000.00",3.40,"RN Staff
3.4",New York, NY,"Westfield, IN",,,,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
2231,TX Healthcare Data/Reporting Analyst,"$98,000.00","$1,14,000.00",3.40,"RN Staff
3.4",New York, NY,"Westfield, IN",,,,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1908,Senior Data Analyst,"$60,000.00","$1,10,000.00",3.40,"ACS
3.4",New York, NY,"Moore, OK",1 to 50 employees,,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance",$1 to $5 million (USD),FALSE
2012,Senior Supply Chain Data Analyst,"$42,000.00","$74,000.00",3.80,"Peloton Interactive
3.8",New York, NY,"New York, NY",1001 to 5000 employees,2012,Company - Public,"Health, Beauty, & Fitness",Consumer Services, / Non-Applicable,FALSE
2171,Supply Chain Data Analyst,"$51,000.00","$87,000.00",3.80,"Peloton Interactive
3.8",New York, NY,"New York, NY",1001 to 5000 employees,2012,Company - Public,"Health, Beauty, & Fitness",Consumer Services, / Non-Applicable,TRUE
797,Data Analyst,"$59,000.00","$85,000.00",3.80,"Nutrafol
3.8",New York, NY,"New York, NY",51 to 200 employees,,Other Organization,"Health, Beauty, & Fitness",Consumer Services, / Non-Applicable,FALSE
706,Data Analyst,"$45,000.00","$88,000.00",3.90,"Columbia University
3.9",New York, NY,"New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),FALSE
1074,Data Collection Analyst,"$59,000.00","$85,000.00",3.90,"Columbia University
3.9",New York, NY,"New York, NY",10000+ employees,1938,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),FALSE
2170,Student Data Analyst,"$59,000.00","$85,000.00",4.20,"Cuny Research Foundation
4.2",New York, NY,"New York, NY",10000+ employees,1963,Nonprofit Organization,Colleges & Universities,Education,$100 to $500 million (USD),FALSE
210,Business Data Analyst,"$37,000.00","$66,000.00",4.40,"Two Sigma
4.4",New York, NY,"New York, NY",1001 to 5000 employees,2001,Company - Private,Investment Banking & Asset Management,Finance, / Non-Applicable,FALSE
283,Data Analyst,"$37,000.00","$66,000.00",3.90,"Point72
3.9",New York, NY,"Stamford, CT",1001 to 5000 employees,2014,Company - Private,Investment Banking & Asset Management,Finance, / Non-Applicable,FALSE
1218,Data Science Analyst,"$46,000.00","$87,000.00",3.20,"SoFi
3.2",New York, NY,"San Francisco, CA",1001 to 5000 employees,2011,Company - Private,Lending,Finance, / Non-Applicable,FALSE
1538,Lead Data Analyst,"$45,000.00","$88,000.00",3.30,"Brown Brothers Harriman
3.3",New York, NY,"New York, NY",1001 to 5000 employees,1818,Company - Private,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),FALSE
1560,Marketing Data Analyst,"$46,000.00","$87,000.00",4.90,"Jordan & Jordan
4.9",New York, NY,"New York, NY",1 to 50 employees,1990,Company - Private,Brokerage Services,Finance, / Non-Applicable,FALSE
1645,Portfolio Data Analyst,"$51,000.00","$88,000.00",3.70,"Neuberger Berman
3.7",New York, NY,"New York, NY",1001 to 5000 employees,1939,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),FALSE
1806,Senior Data Analyst,"$46,000.00","$87,000.00",3.60,"Gemini
3.6",New York, NY,"New York, NY",51 to 200 employees,2015,Company - Private,Brokerage Services,Finance, / Non-Applicable,FALSE
1974,Senior Financial Analyst,"$98,000.00","$1,14,000.00",3.20,"Geller & Company
3.2",New York, NY,"New York, NY",501 to 1000 employees,1984,Company - Private,Investment Banking & Asset Management,Finance, / Non-Applicable,FALSE
11,Data Analyst,"$73,000.00","$1,27,000.00",3.20,"The Bank of New York Mellon
3.2",New York, NY,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
60,Data Analyst,"$46,000.00","$87,000.00",3.70,"Bank of America
3.7",New York, NY,"Charlotte, NC",10000+ employees,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),FALSE
122,Business Analyst,"$41,000.00","$78,000.00",3.70,"Citi
3.7",New York, NY,"New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
223,CIB F&BM Global Program Management EMEA - International Regulatory - Data Provisioning Business Analyst,"$42,000.00","$74,000.00",3.90,"J.P. Morgan
3.9",New York, NY,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
284,Data Analyst,"$37,000.00","$66,000.00",4.00,"DMGT
4.0",New York, NY,"London, United Kingdom",5001 to 10000 employees,1896,Company - Public,Venture Capital & Private Equity,Finance,$1 to $2 billion (USD),FALSE
732,Data Analyst,"$37,000.00","$66,000.00",3.30,"Macquarie Group
3.3",New York, NY,"Sydney, Australia",10000+ employees,1969,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),FALSE
1041,Data Analyst,"$51,000.00","$87,000.00",3.70,"Cowen
3.7",New York, NY,"New York, NY",501 to 1000 employees,1918,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),FALSE
1293,Information Management Analyst,"$51,000.00","$88,000.00",3.70,"Citi
3.7",New York, NY,"New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1301,Data Analyst,"$51,000.00","$87,000.00",3.60,"Jefferies
3.6",New York, NY,"New York, NY",1001 to 5000 employees,1962,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),FALSE
1321,Data Analyst,"$59,000.00","$85,000.00",3.60,"Scotiabank
3.6",New York, NY,"Toronto, Canada",10000+ employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1446,Investment Management Summer Analyst,"$60,000.00","$1,10,000.00",3.80,"Morgan Stanley
3.8",New York, NY,"New York, NY",10000+ employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1704,Reference Data Operations Analyst,"$51,000.00","$87,000.00",3.90,"JPMorgan Chase
3.9",New York, NY,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1779,Senior Business and Data Analyst,"$41,000.00","$78,000.00",3.90,"JPMorgan Chase
3.9",New York, NY,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1994,Senior Data Analyst,"$98,000.00","$1,14,000.00",2.80,"Intercontinental Exchange, Inc.
2.8",New York, NY,"Atlanta, GA",1001 to 5000 employees,2000,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),FALSE
2009,Senior Specialist Data Analyst,"$27,000.00","$52,000.00",3.20,"The Bank of New York Mellon
3.2",New York, NY,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
2010,Senior SQL Data Warehouse Analyst,"$77,000.00","$1,32,000.00",2.80,"Intercontinental Exchange, Inc.
2.8",New York, NY,"Atlanta, GA",1001 to 5000 employees,2000,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),FALSE
2043,SQL Data Analyst,"$27,000.00","$52,000.00",3.30,"M&T Bank Corporation
3.3",New York, NY,"Buffalo, NY",10000+ employees,1856,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),FALSE
2142,Senior Data Profiling Analyst,"$43,000.00","$76,000.00",3.60,"UBS
3.6",New York, NY,"Zurich, Switzerland",10000+ employees,1862,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
2154,Senior Data Analyst,"$48,000.00","$96,000.00",3.20,"The Bank of New York Mellon
3.2",New York, NY,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
2245,Research Project Analyst,"$60,000.00","$1,10,000.00",3.70,"Citi
3.7",New York, NY,"New York, NY",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
307,Data Analyst,"$51,000.00","$88,000.00",3.40,"FINRA
3.4",New York, NY,"Washington, DC",1001 to 5000 employees,2007,Nonprofit Organization,Brokerage Services,Finance,$500 million to $1 billion (USD),FALSE
12,Data Analyst,"$27,000.00","$52,000.00",3.70,"Eagle Investment Systems
3.7",New York, NY,"Wellesley, MA",501 to 1000 employees,1989,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),FALSE
1442,Information Security Data Analyst,"$51,000.00","$88,000.00",4.10,"United Nations
4.1",New York, NY,"New York, NY",10000+ employees,1945,Government,Federal Agencies,Government, / Non-Applicable,FALSE
245,Compensation and Data Analyst,"$42,000.00","$74,000.00",4.10,"Saratoga Medical Center
4.1",New York, NY,"Fairfax, VA",201 to 500 employees,1985,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),FALSE
987,Data Analyst,"$37,000.00","$66,000.00",4.80,"Ro
4.8",New York, NY,"New York, NY",51 to 200 employees,2017,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
994,Data Analyst,"$51,000.00","$88,000.00",4.80,"Ro
4.8",New York, NY,"New York, NY",51 to 200 employees,2017,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1411,Healthcare Data Analyst,"$51,000.00","$87,000.00",,Vesta Healthcare,New York, NY,"New York, NY",1 to 50 employees,2018,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1412,Healthcare Data Analyst,"$43,000.00","$76,000.00",3.60,"HOMETEAM
3.6",New York, NY,"New York, NY",51 to 200 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1615,NY Healthcare Data/Reporting Analyst,"$98,000.00","$1,14,000.00",3.50,"SAT Healthcare
3.5",New York, NY,"Santa Clara, CA",201 to 500 employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),FALSE
1919,Senior Data Analyst,"$27,000.00","$52,000.00",4.30,"AbleTo
4.3",New York, NY,"New York, NY",51 to 200 employees,2008,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),FALSE
1984,Senior Healthcare Data Analyst,"$98,000.00","$1,14,000.00",4.30,"Cecelia Health
4.3",New York, NY,"New York, NY",51 to 200 employees,2009,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
2229,TX Healthcare Data/Reporting Analyst,"$27,000.00","$52,000.00",3.50,"SAT Healthcare
3.5",New York, NY,"Santa Clara, CA",201 to 500 employees,2002,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),FALSE
63,Data Analyst,"$51,000.00","$87,000.00",3.00,"Premier, Inc.
3.0",New York, NY,"Charlotte, NC",1001 to 5000 employees,1967,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),FALSE
1314,Business Analyst,"$45,000.00","$88,000.00",3.60,"NYC Health + Hospitals
3.6",New York, NY,"New York, NY",5001 to 10000 employees,,Company - Public,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
285,Data Analyst,"$37,000.00","$66,000.00",4.00,"NYU Langone Health
4.0",New York, NY,"New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),FALSE
330,Data Analyst,"$43,000.00","$76,000.00",4.00,"NYU Langone Health
4.0",New York, NY,"New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),FALSE
707,Data Analyst,"$27,000.00","$52,000.00",3.80,"Columbia University Medical Center
3.8",New York, NY,"New York, NY",5001 to 10000 employees,,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),FALSE
850,Data Analyst,"$43,000.00","$76,000.00",3.40,"Mount Sinai Health System
3.4",New York, NY,"New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),FALSE
875,Data Analyst,"$43,000.00","$76,000.00",3.40,"Mount Sinai Health System
3.4",New York, NY,"New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),FALSE
1076,Data Collection Analyst,"$60,000.00","$1,10,000.00",3.80,"Columbia University Medical Center
3.8",New York, NY,"New York, NY",5001 to 10000 employees,,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),FALSE
1217,Data Science Analyst,"$98,000.00","$1,14,000.00",3.40,"Mount Sinai Health System
3.4",New York, NY,"New York, NY",10000+ employees,2013,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),FALSE
1219,Data Science Analyst,"$46,000.00","$87,000.00",4.00,"NYU Langone Health
4.0",New York, NY,"New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),FALSE
1901,Senior Data Analyst,"$77,000.00","$1,32,000.00",4.00,"NYU Langone Health
4.0",New York, NY,"New York, NY",10000+ employees,1841,Hospital,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),FALSE
