Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
671,Data Analyst,"$55,000.00","$1,01,000.00",3.7,JPMorgan Chase,New York, NY,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1043,Data Analyst,"$55,000.00","$1,03,000.00",3.7,JPMorgan Chase,New York, NY,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1597,Microsoft Dynamics CRM Data Analyst,"$35,000.00","$45,000.00",3.7,JPMorgan Chase & Co.,Wilmington, DE,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
109,Bilingual (Chinese) Data Analyst,"$42,000.00","$66,000.00",3.7,"JPMorgan Chase Bank, N.A.",Columbus, OH,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
111,Billingual Chinese - Data Analyst,"$57,000.00","$1,03,000.00",3.7,JR Cigar/MC Management,Whippany, NJ,,,,,,,,FALSE
2062,Senior Data Analyst,"$57,000.00","$1,00,000.00",3.7,Kaiser Permanente,Aurora, CO,"Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),FALSE
1524,Lead Data Analyst,"$58,000.00","$93,000.00",3.7,Kaiser Permanente,Pasadena, CA,"Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),FALSE
2117,Senior Data Analyst,"$58,000.00","$93,000.00",3.7,Kaiser Permanente,San Diego, CA,"Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),FALSE
2079,Senior Data Analyst,"$63,000.00","$1,16,000.00",3.7,Kaiser Permanente,Union City, CA,"Oakland, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),FALSE
1734,Data Maintenance Analyst,"$58,000.00","$93,000.00",3.7,Kaygen Inc.,Milpitas, CA,"Irvine, CA",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
751,Data Analyst,"$58,000.00","$93,000.00",3.7,Kaygen Inc.,Phoenix, AZ,"Irvine, CA",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
813,Data Analyst,"$51,000.00","$88,000.00",3.7,Kaygen Inc.,San Jose, CA,"Irvine, CA",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
833,Data Analyst,"$37,000.00","$66,000.00",3.7,Kaygen Inc.,Santa Clara, CA,"Irvine, CA",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
2205,Technical Business/Data Analyst,"$98,000.00","$1,14,000.00",3.7,Kbyte Systems LLC.,Chicago, IL,,,,,,,,FALSE
1645,Portfolio Data Analyst,"$51,000.00","$88,000.00",3.7,Kbyte Systems LLC.,Chicago, IL,,,,,,,,FALSE
60,Data Analyst,"$46,000.00","$87,000.00",3.7,Kbyte Systems LLC.,Chicago, IL,,,,,,,,FALSE
122,Business Analyst,"$41,000.00","$78,000.00",3.7,"Keen360, Inc.",Horsham, PA,"King of Prussia, PA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1041,Data Analyst,"$51,000.00","$87,000.00",3.7,Kelly,Chicago, IL,"Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),FALSE
1293,Information Management Analyst,"$51,000.00","$88,000.00",3.7,Kelly,Cupertino, CA,"Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),FALSE
2245,Research Project Analyst,"$60,000.00","$1,10,000.00",3.7,Kelly,Cupertino, CA,"Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),FALSE
12,Data Analyst,"$27,000.00","$52,000.00",3.7,Kelly,Downers Grove, IL,"Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),FALSE
287,Data Analyst,"$37,000.00","$66,000.00",3.7,Kelly,San Diego, CA,"Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),FALSE
1810,Senior Data Analyst,"$60,000.00","$1,10,000.00",3.7,Kelly IT,Cupertino, CA,,501 to 1000 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1808,Senior Data Analyst,"$43,000.00","$76,000.00",3.7,Kelly IT,Renton, WA,,501 to 1000 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1391,Data Analyst,"$60,000.00","$1,10,000.00",3.7,Kelly IT,San Diego, CA,,501 to 1000 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1596,Microsoft Dynamics CRM Data Analyst,"$59,000.00","$85,000.00",3.7,Kelly IT,Seattle, WA,,501 to 1000 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
2153,Senior Data Analyst,"$77,000.00","$1,32,000.00",3.7,Kelly Mitchell Group,Downers Grove, IL,"Saint Louis, MO",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1210,Data Science Analyst,"$37,000.00","$66,000.00",3.7,Kelsey Seybold Clinic,Pearland, TX,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
976,Data Analyst,"$60,000.00","$1,10,000.00",3.7,Kelsey Seybold Clinic,Pearland, TX,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
196,Business Intelligence Analyst,"$49,000.00","$1,12,000.00",3.7,Kelsey Seybold Clinic,Pearland, TX,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
2195,Tableau Data Analyst,"$67,000.00","$92,000.00",3.7,Kelsey-Seybold Medical Group,Pearland, TX,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
653,Data Analyst,"$82,000.00","$1,16,000.00",3.7,Kelsey-Seybold Medical Group,Pearland, TX,"Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
1751,SAP Data Analyst,"$63,000.00","$1,16,000.00",3.7,Kemper,Jacksonville, FL,"Chicago, IL",5001 to 10000 employees,1990,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),FALSE
467,Data Analyst,"$41,000.00","$78,000.00",3.7,KesarWeb,Chicago, IL,"Langhorne, PA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
788,Data Analyst,"$64,000.00","$1,13,000.00",3.7,Keywords Studios,Indianapolis, IN,"Dublin, Ireland",5001 to 10000 employees,1998,Company - Public,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1989,Senior Healthcare Data Analyst,"$37,000.00","$44,000.00",3.7,Kforce,Chandler, AZ,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1634,Payment Integrity Data Analyst,"$64,000.00","$1,13,000.00",3.7,Kforce,Charlotte, NC,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1635,Payment Integrity Data Analyst,"$64,000.00","$1,13,000.00",3.7,Kforce,Charlotte, NC,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
2042,SQL Data Analyst,"$53,000.00","$94,000.00",3.7,Kforce,Charlotte, NC,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
522,Data Analyst,"$30,000.00","$53,000.00",3.7,Kforce,Charlotte, NC,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1012,Data Analyst,"$55,000.00","$1,01,000.00",3.7,Kforce,Dallas, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
2242,Vertical Lift Data Exploitation Analyst,"$37,000.00","$44,000.00",3.7,Kforce,Denver, CO,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
493,Data Analyst,"$37,000.00","$68,000.00",3.7,Kforce,Evanston, IL,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
770,Data Analyst,"$37,000.00","$68,000.00",3.7,Kforce,Los Angeles, CA,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1069,Business Data Analyst,"$37,000.00","$68,000.00",3.7,Kforce,New York, NY,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1310,Division Data and Financial Analyst,"$60,000.00","$1,24,000.00",3.7,Kforce,Plano, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1603,Molecular Researcher and Data Analyst,"$60,000.00","$1,24,000.00",3.7,Kforce,Plano, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1724,Research Data Analyst,"$76,000.00","$1,22,000.00",3.7,Kforce,Plano, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
500,Data Analyst,"$76,000.00","$1,22,000.00",3.7,Kforce,San Antonio, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
2013,Senior Tactical Data Link Systems Analyst,"$34,000.00","$61,000.00",3.7,Kforce,San Antonio, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
2185,Systems and Data Analyst,"$60,000.00","$1,24,000.00",3.7,Kforce,San Ramon, CA,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
191,Business Data Analyst,"$65,000.00","$1,20,000.00",3.7,Kforce,Summit, NJ,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1039,Data Analyst,"$93,000.00","$1,59,000.00",3.7,Kforce,Wilmington, DE,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1546,Loan Data Analyst,"$93,000.00","$1,59,000.00",3.7,Kforce,Wilmington, DE,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
270,Cybersecurity Analyst,"$47,000.00","$74,000.00",3.7,Kforce Technology Staffing,Los Angeles, CA,,,,,,,,FALSE
621,Data Analyst,"$57,000.00","$1,04,000.00",3.7,Kforce Technology Staffing,Plano, TX,,,,,,,,FALSE
1646,Lead Data Analyst,"$65,000.00","$1,20,000.00",3.7,Kforce Technology Staffing,Plano, TX,,,,,,,,FALSE
1671,Product Data Analyst,"$99,000.00","$1,78,000.00",3.7,Kforce Technology Staffing,Wilmington, DE,,,,,,,,FALSE
1379,Finance Data Analyst,"$93,000.00","$1,59,000.00",3.7,Kforce Technology Staffing,Wilmington, DE,,,,,,,,FALSE
991,Data Analyst,"$57,000.00","$1,04,000.00",3.7,KGS,Austin, TX,"New York, NY",51 to 200 employees,2010,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),FALSE
165,Business Data Analyst,"$89,000.00","$1,51,000.00",3.7,Kharon,Los Angeles, CA,"Los Angeles, CA",51 to 200 employees,2017,Company - Public,,,$5 to $10 million (USD),FALSE
103,Big Data Analyst,"$65,000.00","$1,20,000.00",3.7,Kineticom,Chandler, AZ,"San Diego, CA",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
2058,Senior Data Analyst,"$58,000.00","$93,000.00",3.7,Kinship,New York, NY,"Chicago, IL",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,FALSE
666,Data Analyst,"$35,000.00","$67,000.00",3.7,Kinship,San Francisco, CA,"Chicago, IL",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services, / Non-Applicable,FALSE
1896,Senior Data Analyst,"$35,000.00","$67,000.00",3.7,KIPP SoCal Public Schools,Los Angeles, CA,"Los Angeles, CA",1001 to 5000 employees,2003,Nonprofit Organization,K2 Education,Education,$50 to $100 million (USD),FALSE
2027,Solar Data Analyst,"$27,000.00","$52,000.00",3.7,KLM Careers,Anaheim, CA,,,,,,,,FALSE
22,Accounting Data Analyst,"$44,000.00","$82,000.00",3.7,"KnowledgePro, LLC",New York, NY,,,,,,,,FALSE
570,Data Analyst,"$69,000.00","$1,27,000.00",3.7,Known,New York, NY,"New York, NY",201 to 500 employees,2004,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),TRUE
778,Data Analyst,"$58,000.00","$93,000.00",3.7,Koger LLC,San Mateo, CA,"Arlington, VA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
543,Data Analyst,"$1,10,000.00","$1,90,000.00",3.7,KORE1 Technologies,Santa Monica, CA,"Irvine, CA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
975,Data Analyst,"$47,000.00","$81,000.00",3.7,Kubota Tractor,Grapevine, TX,"Grapevine, TX",1001 to 5000 employees,1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
705,Data Analyst,"$98,000.00","$1,14,000.00",3.7,Kuehne + Nagel,Whitestown, IN,"Feusisberg, Switzerland",10000+ employees,1890,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10+ billion (USD),FALSE
574,Data Analyst,"$42,000.00","$76,000.00",3.6,L&T Infotech,Irving, TX,"Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology, / Non-Applicable,FALSE
2011,Senior Strategy Data Analyst,"$35,000.00","$42,000.00",3.6,L&T Infotech,San Jose, CA,"Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology, / Non-Applicable,FALSE
199,Business Intelligence Analyst,"$50,000.00","$93,000.00",3.6,L.A. Care Health Plan,Los Angeles, CA,"Los Angeles, CA",1001 to 5000 employees,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1418,Data Analyst,"$42,000.00","$66,000.00",3.6,LaBine & Associates,Santa Monica, CA,"San Mateo, CA",1 to 50 employees,2013,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
293,Data Analyst,"$46,000.00","$87,000.00",3.6,"Laboratory Validation Specialists, Inc",Dallas, TX,,,,,,,,FALSE
1936,Senior Data Analyst,"$77,000.00","$1,32,000.00",3.6,LACERA,Pasadena, CA,"Pasadena, CA",201 to 500 employees,1938,Government,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),FALSE
1441,Information Security Data Analyst,"$63,000.00","$1,16,000.00",3.6,LACOSTE CORPORATE,New York, NY,,,,,,,,FALSE
817,Data Analyst,"$57,000.00","$1,00,000.00",3.6,LanceSoft Inc,Houston, TX,"Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2044,SQL Data Analyst,"$43,000.00","$94,000.00",3.6,LanceSoft Inc,New York, NY,"Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1006,Data Analyst,"$54,000.00","$75,000.00",3.6,Lantana Consulting Group,Chicago, IL,"East Thetford, VT",1 to 50 employees,,Company - Private,Consulting,Business Services, / Non-Applicable,FALSE
1152,Data Management Analyst,"$40,000.00","$74,000.00",3.6,Lark Health,Mountain View, CA,"Mountain View, CA",51 to 200 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),FALSE
1215,Data Science Analyst,"$50,000.00","$86,000.00",3.6,Launch Infotech,Signal Hill, CA,,,,,,,,FALSE
600,Data Analyst,"$50,000.00","$86,000.00",3.6,LaunchDarkly,Oakland, CA,"Oakland, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology, / Non-Applicable,FALSE
1371,Finance Data Analyst,"$50,000.00","$86,000.00",3.6,Lawnstarter,Austin, TX,"Austin, TX",1 to 50 employees,,Company - Private,Internet,Information Technology,Less than $1 million (USD),FALSE
1881,Senior Data Analyst,"$53,000.00","$99,000.00",3.6,LeadsOnline LLC,Plano, TX,"Plano, TX",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),FALSE
2193,Systems and Data Analyst,"$54,000.00","$75,000.00",3.6,LeadStack,Foster City, CA,"San Francisco, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
64,Data Analyst,"$50,000.00","$86,000.00",3.6,"LeadStack, Inc.",Foster City, CA,"San Francisco, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1693,Quality Data Analyst,"$54,000.00","$75,000.00",3.6,Lean Data,Santa Clara, CA,"Hyderabad, India",51 to 200 employees,,Company - Private,,, / Non-Applicable,FALSE
960,Data Analyst,"$40,000.00","$74,000.00",3.6,LeanData,Santa Clara, CA,"Sunnyvale, CA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),FALSE
2070,Senior Data Analyst,"$49,000.00","$1,12,000.00",3.6,Leap,Chicago, IL,"New Haven, CT",51 to 200 employees,1991,Nonprofit Organization,Social Assistance,Non-Profit, / Non-Applicable,FALSE
1839,Senior Data Analyst,"$67,000.00","$92,000.00",3.6,Leap,Chicago, IL,"Chicago, IL",,,Company - Private,,, / Non-Applicable,FALSE
1239,Data Services Business Analyst,"$42,000.00","$76,000.00",3.6,LEAPROS,Long Beach, CA,"Dana Point, CA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
418,Data Analyst,"$73,000.00","$82,000.00",3.6,LEARN Charter School,Chicago, IL,"Chicago, IL",201 to 500 employees,2001,School / School District,K2 Education,Education,$25 to $50 million (USD),FALSE
135,Business Analyst,"$28,000.00","$52,000.00",3.6,LEFTA Systems,Jacksonville, FL,,,,,,,,FALSE
1229,Data Science Analyst,"$28,000.00","$52,000.00",3.6,Legislative Branch,Denver, CO,"Atlanta, GA",501 to 1000 employees,1789,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
588,Data Analyst,"$28,000.00","$52,000.00",3.6,"LendingTree, LLC.",Seattle, WA,"Charlotte, NC",1001 to 5000 employees,1996,Company - Public,Lending,Finance,$500 million to $1 billion (USD),FALSE
377,Data Analyst,"$55,000.00","$1,03,000.00",3.6,"LendingTree, LLC.",Seattle, WA,"Charlotte, NC",1001 to 5000 employees,1996,Company - Public,Lending,Finance,$500 million to $1 billion (USD),FALSE
844,Data Analyst,"$1,10,000.00","$1,90,000.00",3.6,"Leo Tech, LLC",Long Beach, CA,"Singapore, Singapore",51 to 200 employees,,Company - Private,,, / Non-Applicable,FALSE
2088,Senior Business Analyst,"$44,000.00","$82,000.00",3.6,"Leo Tech, LLC",Seattle, WA,"Singapore, Singapore",51 to 200 employees,,Company - Private,,, / Non-Applicable,FALSE
1426,HR Data Analyst,"$30,000.00","$53,000.00",3.6,"Level Ex, Inc.",Chicago, IL,"Chicago, IL",51 to 200 employees,2015,Company - Private,Video Games,Media, / Non-Applicable,FALSE
226,Client Data Analyst,"$30,000.00","$53,000.00",3.6,Liberty Source,Hampton, VA,"Fort Monroe, VA",51 to 200 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),FALSE
1178,Data Quality Analyst,"$30,000.00","$53,000.00",3.6,Lidl,Arlington, TX,"London, United Kingdom",10000+ employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),FALSE
1966,Senior Data Quality Analyst,"$44,000.00","$82,000.00",3.6,Lidl,Arlington, TX,"London, United Kingdom",10000+ employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),FALSE
673,Data Analyst,"$57,000.00","$67,000.00",3.6,Life360,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2008,Company - Public,Internet,Information Technology, / Non-Applicable,TRUE
1405,Healthcare Data Analyst,"$57,000.00","$67,000.00",3.6,LifePath Systems,Plano, TX,"McKinney, TX",51 to 200 employees,,Government,,, / Non-Applicable,FALSE
434,Data Analyst,"$42,000.00","$76,000.00",3.6,Lightbeam Health Solutions,Irving, TX,"Irving, TX",51 to 200 employees,,Company - Private,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),FALSE
819,Data Analyst,"$57,000.00","$1,00,000.00",3.6,Lightspeed Systems,Austin, TX,"Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),TRUE
322,Data Analyst,"$51,000.00","$87,000.00",3.6,Lilt,Indianapolis, IN,"San Francisco, CA",51 to 200 employees,2015,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1440,Information Security Data Analyst,"$43,000.00","$94,000.00",3.6,Lionbridge,Redmond, WA,"Waltham, MA",5001 to 10000 employees,1996,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
863,Data Analyst,"$30,000.00","$53,000.00",3.6,Little Raymond's Print Shop,Lawrence, IN,"Moosic, PA",51 to 200 employees,,Franchise,"Department, Clothing, & Shoe Stores",Retail, / Non-Applicable,FALSE
1982,Senior Health Data Analyst,"$57,000.00","$1,00,000.00",3.6,LiveCareer,San Francisco, CA,"Guaynabo, PR",501 to 1000 employees,2005,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
335,Data Analyst,"$43,000.00","$76,000.00",3.6,LiveCareer,San Francisco, CA,"Guaynabo, PR",501 to 1000 employees,2005,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1586,Master Data Analyst,"$74,000.00","$1,23,000.00",3.6,LiveGlam,Los Angeles, CA,"Los Angeles, CA",51 to 200 employees,2016,Company - Private,"Health, Beauty, & Fitness",Consumer Services, / Non-Applicable,FALSE
859,Data Analyst,"$29,000.00","$38,000.00",3.6,LiveMindz,Charlotte, NC,"Dallas, TX",51 to 200 employees,,Company - Private,,, / Non-Applicable,FALSE
1077,Data Collection Analyst,"$47,000.00","$76,000.00",3.6,LiveMindz,Philadelphia, PA,"Dallas, TX",51 to 200 employees,,Company - Private,,, / Non-Applicable,FALSE
1620,Marketing Data Analyst,"$47,000.00","$76,000.00",3.6,LiveMindz,Tempe, AZ,"Dallas, TX",51 to 200 employees,,Company - Private,,, / Non-Applicable,FALSE
1172,Data Quality Analyst,"$29,000.00","$38,000.00",3.6,LMI,San Antonio, TX,"Tysons, VA",1001 to 5000 employees,1961,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),FALSE
2139,Senior Data Governance Analyst,"$74,000.00","$1,23,000.00",3.6,Lockheed Martin,Englewood, CO,"Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),FALSE
177,Business Data Analyst,"$34,000.00","$61,000.00",3.6,Lockheed Martin,Fort Worth, TX,"Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),FALSE
264,COVID9 Data Analyst,"$34,000.00","$61,000.00",3.6,Lockheed Martin,Littleton, CO,"Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),FALSE
104,Big Data Analyst,"$41,000.00","$78,000.00",3.6,Lodestone,Menlo Park, CA,"Pleasanton, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
294,Data Analyst,"$46,000.00","$87,000.00",3.6,Lodestone,Menlo Park, CA,"Pleasanton, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
898,Data Analyst,"$51,000.00","$87,000.00",3.6,Logic Planet,San Jose, CA,"Princeton, NJ",201 to 500 employees,,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),FALSE
2051,Senior Data Analyst,"$42,000.00","$74,000.00",3.6,Login Consulting Services,El Segundo, CA,"El Segundo, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
860,Data Analyst,"$41,000.00","$78,000.00",3.6,Login Consulting Services,El Segundo, CA,"El Segundo, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
99,BI Data Analyst,"$55,000.00","$1,01,000.00",3.6,Login Consulting Services,El Segundo, CA,"El Segundo, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1540,Lead Data Analyst,"$49,000.00","$91,000.00",3.6,"Login Consulting Services, Inc",Allegheny West, PA,"El Segundo, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1097,Data Experience Analyst,"$49,000.00","$91,000.00",3.6,"Login Consulting Services, Inc",Allegheny West, PA,"El Segundo, CA",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1326,Enterprise Data Analyst,"$35,000.00","$45,000.00",3.6,London Stock Exchange Group,Charlotte, NC,"London, United Kingdom",1001 to 5000 employees,1698,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),FALSE
1328,Enterprise Data Analyst,"$35,000.00","$45,000.00",3.6,Lorven Technologies Inc,Arcadia, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1649,Pricing Data Analyst,"$42,000.00","$66,000.00",3.6,Lorven Technologies Inc,Arlington Heights, IL,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1826,Senior Data Analyst,"$57,000.00","$1,03,000.00",3.6,Lorven Technologies Inc,Chicago, IL,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1823,Senior Data Analyst,"$55,000.00","$1,03,000.00",3.6,Lorven Technologies Inc,Chicago, IL,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1577,Marketing Data Analyst,"$35,000.00","$45,000.00",3.6,Lorven Technologies Inc,Harrison, NY,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
2026,Data Analyst,"$51,000.00","$93,000.00",3.6,Lorven Technologies Inc,Houston, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
154,Business Data Analyst,"$51,000.00","$88,000.00",3.6,Lorven Technologies Inc,Los Angeles, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
